ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
09-044-013-404185,2024-03-20,0.3478,70.1,28.5,10
09-044-013-404185,2024-04-19,0.3733,71.5,29.6,40
09-044-013-404185,2024-05-19,0.3824,72.8,30.6,70
23-028-004-042521,2025-03-31,0.3526,51.6,2.8,1
23-028-004-042521,2025-04-30,0.3254,53.0,3.8,1
23-028-004-042521,2025-05-30,0.3517,54.3,4.9,1
23-028-004-042521,2025-06-29,0.3179,55.6,6.0,1
23-028-004-042521,2025-07-29,0.3494,57.0,7.0,28
22-009-003-212798,2025-12-15,0.4361,74.3,54.6,78
22-009-003-212798,2026-01-14,0.4309,75.7,55.6,108
22-009-003-212798,2026-02-13,0.4394,77.0,56.7,138
22-009-003-212798,2026-03-15,0.452,78.4,57.8,168
22-009-003-212798,2026-04-14,0.4115,79.7,58.8,198
21-026-005-799576,2024-12-03,0.7139,73.5,4.4,1
21-026-005-799576,2025-01-02,0.6675,74.9,5.4,1
21-026-005-799576,2025-02-01,0.5479,76.2,6.5,8
21-026-005-799576,2025-03-03,0.4544,77.6,7.5,38
21-026-005-799576,2025-04-02,0.3622,78.9,8.6,68
22-014-017-793907,2021-02-06,0.5836,40.2,13.7,1
22-014-017-793907,2021-03-08,0.486,41.6,14.7,1
22-014-017-793907,2021-04-07,0.4561,42.9,15.8,1
22-014-017-793907,2021-05-07,0.3383,44.2,16.8,25
22-014-017-793907,2021-06-06,0.321,45.6,17.9,55
22-014-012-594344,2024-04-13,0.5122,72.0,35.9,1
22-014-012-594344,2024-05-13,0.492,73.4,37.0,1
22-014-012-594344,2024-06-12,0.4066,74.7,38.0,1
22-014-012-594344,2024-07-12,0.3751,76.1,39.1,1
22-014-012-594344,2024-08-11,0.363,77.4,40.1,13
09-002-004-500329,2021-06-02,0.3898,51.7,11.4,1
09-002-004-500329,2021-07-02,0.3679,53.1,12.4,1
09-002-004-500329,2021-08-01,0.369,54.4,13.5,1
09-002-004-500329,2021-08-31,0.3028,55.8,14.5,1
09-002-004-500329,2021-09-30,0.3314,57.1,15.6,14
21-005-023-666269,2023-04-21,0.0175,82.2,70.4,10
21-005-023-666269,2023-05-21,0.044,83.5,71.4,40
21-005-023-666269,2023-06-20,0.0772,84.9,72.5,70
21-005-023-666269,2023-07-20,0.0832,86.2,73.5,100
21-005-023-666269,2023-08-19,0.1798,87.6,74.6,130
33-045-009-097812,2027-02-06,0.9168,26.5,62.0,1
33-045-009-097812,2027-03-08,0.8563,27.8,63.1,14
33-045-009-097812,2027-04-07,0.7719,29.2,64.1,44
33-045-009-097812,2027-05-07,0.7922,30.5,65.2,74
33-045-009-097812,2027-06-06,0.6666,31.9,66.2,104
27-025-001-660303,2022-03-15,0.5737,79.9,30.3,1
27-025-001-660303,2022-04-14,0.5338,81.2,31.4,1
27-025-001-660303,2022-05-14,0.4494,82.6,32.4,1
27-025-001-660303,2022-06-13,0.3537,84.0,33.5,1
27-025-001-660303,2022-07-13,0.3301,85.3,34.5,21
22-002-001-361870,2024-11-20,0.3733,18.2,81.0,54
22-002-001-361870,2024-12-20,0.3973,19.6,82.0,84
22-002-001-361870,2025-01-19,0.4229,20.9,83.1,114
22-002-001-361870,2025-02-18,0.5076,22.2,84.2,144
22-002-001-361870,2025-03-20,0.5018,23.6,85.2,174
27-025-022-646157,2020-08-18,0.5144,25.9,24.1,1
27-025-022-646157,2020-09-17,0.5121,27.2,25.1,1
27-025-022-646157,2020-10-17,0.5405,28.6,26.2,1
27-025-022-646157,2020-11-16,0.526,29.9,27.2,28
27-025-022-646157,2020-12-16,0.5161,31.3,28.3,58
09-015-013-630484,2025-11-25,0.5382,54.5,12.6,1
09-015-013-630484,2025-12-25,0.5266,55.9,13.7,1
09-015-013-630484,2026-01-24,0.5135,57.2,14.7,1
09-015-013-630484,2026-02-23,0.5228,58.5,15.8,30
09-015-013-630484,2026-03-25,0.5043,59.9,16.8,60
22-009-002-219883,2021-05-23,0.5468,79.6,26.8,1
22-009-002-219883,2021-06-22,0.5049,81.0,27.9,1
22-009-002-219883,2021-07-22,0.5,82.3,28.9,1
22-009-002-219883,2021-08-21,0.498,83.7,29.9,1
22-009-002-219883,2021-09-20,0.4109,85.0,31.0,11
27-025-015-665882,2025-10-03,0.3417,64.4,70.9,42
27-025-015-665882,2025-11-02,0.3742,65.8,71.9,72
27-025-015-665882,2025-12-02,0.3438,67.1,73.0,102
27-025-015-665882,2026-01-01,0.3529,68.5,74.0,132
27-025-015-665882,2026-01-31,0.3992,69.8,75.1,162
21-026-010-849923,2022-02-09,0.2222,64.4,66.4,470
21-026-010-849923,2022-03-11,0.1952,65.8,67.4,500
21-026-010-849923,2022-04-10,0.2456,67.1,68.5,530
21-026-010-849923,2022-05-10,0.2135,68.5,69.5,560
21-026-010-849923,2022-06-09,0.1917,69.8,70.6,590
33-023-003-111318,2023-02-03,0.3389,23.4,75.4,79
33-023-003-111318,2023-03-05,0.3775,24.8,76.4,109
33-023-003-111318,2023-04-04,0.4111,26.1,77.5,139
33-023-003-111318,2023-05-04,0.4257,27.4,78.5,169
33-023-003-111318,2023-06-03,0.4432,28.8,79.6,199
29-009-017-318719,2020-06-25,0.01,25.3,70.0,1
29-009-017-318719,2020-07-25,0.1256,26.6,71.0,1
29-009-017-318719,2020-08-24,0.1894,28.0,72.1,1
29-009-017-318719,2020-09-23,0.2713,29.3,73.2,1
29-009-017-318719,2020-10-23,0.3394,30.7,74.2,17
27-025-016-963898,2025-03-01,0.3354,25.8,0.0,1
27-025-016-963898,2025-03-31,0.3677,27.1,0.1,1
27-025-016-963898,2025-04-30,0.3426,28.5,1.2,1
27-025-016-963898,2025-05-30,0.3529,29.8,2.2,2
27-025-016-963898,2025-06-29,0.3235,31.2,3.3,32
21-026-001-033765,2024-01-23,0.7307,36.7,74.0,1
21-026-001-033765,2024-02-22,0.686,38.1,75.0,11
21-026-001-033765,2024-03-23,0.6067,39.4,76.1,41
21-026-001-033765,2024-04-22,0.5901,40.8,77.2,71
21-026-001-033765,2024-05-22,0.515,42.1,78.2,101
21-019-003-645108,2024-03-06,0.4159,44.3,2.5,1
21-019-003-645108,2024-04-05,0.3963,45.7,3.5,1
21-019-003-645108,2024-05-05,0.3914,47.0,4.6,1
21-019-003-645108,2024-06-04,0.3973,48.4,5.7,1
21-019-003-645108,2024-07-04,0.4346,49.7,6.7,17
23-028-011-237736,2021-10-19,0.37,68.5,7.5,62
23-028-011-237736,2021-11-18,0.443,69.9,8.5,92
23-028-011-237736,2021-12-18,0.4487,71.2,9.6,122
23-028-011-237736,2022-01-17,0.4617,72.6,10.6,152
23-028-011-237736,2022-02-16,0.5128,73.9,11.7,182
36-011-020-735729,2023-10-03,0.5654,67.5,25.7,1
36-011-020-735729,2023-11-02,0.5676,68.9,26.8,1
36-011-020-735729,2023-12-02,0.5406,70.2,27.8,21
36-011-020-735729,2024-01-01,0.4998,71.6,28.8,51
36-011-020-735729,2024-01-31,0.4887,72.9,29.9,81
21-019-007-297332,2024-03-12,0.397,52.9,22.2,112
21-019-007-297332,2024-04-11,0.4993,54.2,23.2,142
21-019-007-297332,2024-05-11,0.4753,55.6,24.3,172
21-019-007-297332,2024-06-10,0.4984,56.9,25.3,202
21-019-007-297332,2024-07-10,0.481,58.3,26.4,232
36-019-002-560534,2025-09-17,0.4877,64.8,22.2,1
36-019-002-560534,2025-10-17,0.4334,66.2,23.2,31
36-019-002-560534,2025-11-16,0.4296,67.5,24.3,61
36-019-002-560534,2025-12-16,0.3981,68.9,25.3,91
36-019-002-560534,2026-01-15,0.3629,70.2,26.4,121
27-013-003-816162,2021-05-28,0.4406,0.0,87.6,12
27-013-003-816162,2021-06-27,0.4804,1.4,88.6,42
27-013-003-816162,2021-07-27,0.4316,2.7,89.7,72
27-013-003-816162,2021-08-26,0.4687,4.1,90.8,102
27-013-003-816162,2021-09-25,0.4322,5.4,91.8,132
33-023-022-052203,2025-01-23,0.5073,58.0,5.8,1
33-023-022-052203,2025-02-22,0.5214,59.4,6.8,17
33-023-022-052203,2025-03-24,0.514,60.7,7.9,47
33-023-022-052203,2025-04-23,0.5712,62.0,8.9,77
33-023-022-052203,2025-05-23,0.5765,63.4,10.0,107
29-018-006-070607,2022-10-16,0.1463,27.2,22.6,1
29-018-006-070607,2022-11-15,0.2458,28.6,23.6,1
29-018-006-070607,2022-12-15,0.3731,29.9,24.7,1
29-018-006-070607,2023-01-14,0.4968,31.2,25.8,1
29-018-006-070607,2023-02-13,0.5907,32.6,26.8,5
21-019-009-226590,2021-01-26,0.402,87.2,26.4,1
21-019-009-226590,2021-02-25,0.3912,88.5,27.5,1
21-019-009-226590,2021-03-27,0.3503,89.9,28.5,1
21-019-009-226590,2021-04-26,0.2941,91.2,29.6,1
21-019-009-226590,2021-05-26,0.2565,92.6,30.6,27
23-028-018-298105,2025-09-17,0.4004,41.9,29.7,6
23-028-018-298105,2025-10-17,0.3954,43.2,30.8,36
23-028-018-298105,2025-11-16,0.4463,44.6,31.8,66
23-028-018-298105,2025-12-16,0.4558,45.9,32.9,96
23-028-018-298105,2026-01-15,0.446,47.3,33.9,126
22-014-004-452829,2023-07-10,0.4794,40.2,50.2,1
22-014-004-452829,2023-08-09,0.4741,41.6,51.2,1
22-014-004-452829,2023-09-08,0.4691,42.9,52.3,1
22-014-004-452829,2023-10-08,0.427,44.2,53.4,1
22-014-004-452829,2023-11-07,0.3858,45.6,54.4,22
27-013-001-641445,2025-02-27,0.3789,31.0,69.1,1
27-013-001-641445,2025-03-29,0.3784,32.4,70.1,1
27-013-001-641445,2025-04-28,0.3448,33.7,71.2,1
27-013-001-641445,2025-05-28,0.3843,35.0,72.2,1
27-013-001-641445,2025-06-27,0.3888,36.4,73.3,3
23-016-005-294751,2021-06-13,0.5246,26.9,22.9,1
23-016-005-294751,2021-07-13,0.4983,28.2,24.0,1
23-016-005-294751,2021-08-12,0.456,29.6,25.0,2
23-016-005-294751,2021-09-11,0.4442,30.9,26.1,32
23-016-005-294751,2021-10-11,0.4158,32.3,27.1,62
23-004-005-150803,2021-06-25,0.4668,21.7,22.3,1
23-004-005-150803,2021-07-25,0.4398,23.1,23.4,1
23-004-005-150803,2021-08-24,0.453,24.4,24.4,1
23-004-005-150803,2021-09-23,0.4417,25.8,25.4,1
23-004-005-150803,2021-10-23,0.4357,27.1,26.5,27
36-027-021-776499,2023-04-12,0.5568,66.6,64.9,38
36-027-021-776499,2023-05-12,0.5484,68.0,65.9,68
36-027-021-776499,2023-06-11,0.4969,69.3,67.0,98
36-027-021-776499,2023-07-11,0.4768,70.7,68.0,128
36-027-021-776499,2023-08-10,0.3949,72.0,69.1,158
36-003-002-181890,2023-10-29,0.0489,27.3,40.2,1
36-003-002-181890,2023-11-28,0.1015,28.7,41.2,1
36-003-002-181890,2023-12-28,0.2099,30.0,42.3,1
36-003-002-181890,2024-01-27,0.2686,31.4,43.4,24
36-003-002-181890,2024-02-26,0.3679,32.7,44.4,54
33-023-024-641523,2020-12-17,0.3653,57.4,80.7,1
33-023-024-641523,2021-01-16,0.3396,58.8,81.8,1
33-023-024-641523,2021-02-15,0.2889,60.1,82.8,1
33-023-024-641523,2021-03-17,0.2663,61.4,83.9,3
33-023-024-641523,2021-04-16,0.2859,62.8,84.9,33
23-028-024-197282,2022-11-27,0.0124,46.3,48.9,1
23-028-024-197282,2022-12-27,0.1085,47.7,50.0,1
23-028-024-197282,2023-01-26,0.2072,49.0,51.0,25
23-028-024-197282,2023-02-25,0.2941,50.4,52.1,55
23-028-024-197282,2023-03-27,0.4305,51.7,53.1,85
33-014-013-611333,2021-04-17,0.2586,52.4,34.9,233
33-014-013-611333,2021-05-17,0.3332,53.8,36.0,263
33-014-013-611333,2021-06-16,0.3607,55.1,37.0,293
33-014-013-611333,2021-07-16,0.4203,56.4,38.1,323
33-014-013-611333,2021-08-15,0.4379,57.8,39.1,353
36-027-013-769515,2023-03-02,0.1161,62.3,10.6,1
36-027-013-769515,2023-04-01,0.1897,63.7,11.7,1
36-027-013-769515,2023-05-01,0.2502,65.0,12.7,13
36-027-013-769515,2023-05-31,0.3492,66.4,13.8,43
36-027-013-769515,2023-06-30,0.4313,67.7,14.8,73
21-026-010-001443,2021-09-05,0.2766,49.6,7.2,1
21-026-010-001443,2021-10-05,0.2686,51.0,8.2,1
21-026-010-001443,2021-11-04,0.3049,52.3,9.3,1
21-026-010-001443,2021-12-04,0.3362,53.6,10.3,16
21-026-010-001443,2022-01-03,0.3475,55.0,11.4,46
27-001-002-170453,2025-01-21,0.3659,89.3,38.9,100
27-001-002-170453,2025-02-20,0.3369,90.7,40.0,130
27-001-002-170453,2025-03-22,0.2946,92.0,41.0,160
27-001-002-170453,2025-04-21,0.2453,93.4,42.1,190
27-001-002-170453,2025-05-21,0.256,94.7,43.1,220
27-001-019-044121,2021-12-11,0.2152,39.8,37.6,1
27-001-019-044121,2022-01-10,0.2749,41.2,38.6,21
27-001-019-044121,2022-02-09,0.3348,42.5,39.7,51
27-001-019-044121,2022-03-11,0.3594,43.9,40.8,81
27-001-019-044121,2022-04-10,0.4549,45.2,41.8,111
09-015-009-180643,2022-03-31,0.4982,31.6,20.5,1
09-015-009-180643,2022-04-30,0.5341,33.0,21.5,1
09-015-009-180643,2022-05-30,0.5638,34.3,22.6,1
09-015-009-180643,2022-06-29,0.5413,35.6,23.6,1
09-015-009-180643,2022-07-29,0.5831,37.0,24.7,29
22-009-023-040045,2024-11-01,0.01,53.5,9.0,53
22-009-023-040045,2024-12-01,0.0851,54.9,10.0,83
22-009-023-040045,2024-12-31,0.1133,56.2,11.1,113
22-009-023-040045,2025-01-30,0.1492,57.5,12.1,143
22-009-023-040045,2025-03-01,0.2136,58.9,13.2,173
09-002-024-994533,2024-08-31,0.3079,29.5,18.8,1
09-002-024-994533,2024-09-30,0.3785,30.8,19.9,1
09-002-024-994533,2024-10-30,0.429,32.2,20.9,1
09-002-024-994533,2024-11-29,0.473,33.5,21.9,1
09-002-024-994533,2024-12-29,0.5494,34.9,23.0,14
23-033-017-079894,2026-01-03,0.99,46.0,14.7,1
23-033-017-079894,2026-02-02,0.9239,47.4,15.7,1
23-033-017-079894,2026-03-04,0.8512,48.7,16.8,1
23-033-017-079894,2026-04-03,0.7479,50.0,17.8,1
23-033-017-079894,2026-05-03,0.6728,51.4,18.9,21
36-003-020-722251,2023-07-01,0.4186,50.9,55.9,119
36-003-020-722251,2023-07-31,0.4626,52.2,57.0,149
36-003-020-722251,2023-08-30,0.468,53.6,58.0,179
36-003-020-722251,2023-09-29,0.5244,54.9,59.1,209
36-003-020-722251,2023-10-29,0.5806,56.3,60.1,239
22-018-007-031791,2022-08-06,0.5695,3.7,31.6,1
22-018-007-031791,2022-09-05,0.5687,5.0,32.6,1
22-018-007-031791,2022-10-05,0.611,6.4,33.7,1
22-018-007-031791,2022-11-04,0.6531,7.8,34.8,1
22-018-007-031791,2022-12-04,0.6899,9.1,35.8,3
23-004-002-021181,2022-05-30,0.3352,57.0,81.0,1
23-004-002-021181,2022-06-29,0.3819,58.4,82.0,25
23-004-002-021181,2022-07-29,0.4216,59.7,83.1,55
23-004-002-021181,2022-08-28,0.4882,61.0,84.2,85
23-004-002-021181,2022-09-27,0.5329,62.4,85.2,115
29-009-006-340166,2023-05-29,0.6122,67.6,14.4,129
29-009-006-340166,2023-06-28,0.6118,69.0,15.5,159
29-009-006-340166,2023-07-28,0.5527,70.3,16.5,189
29-009-006-340166,2023-08-27,0.5433,71.7,17.6,219
29-009-006-340166,2023-09-26,0.5353,73.0,18.6,249
23-033-007-742467,2025-05-12,0.6558,60.6,12.1,229
23-033-007-742467,2025-06-11,0.6504,62.0,13.2,259
23-033-007-742467,2025-07-11,0.6275,63.3,14.2,289
23-033-007-742467,2025-08-10,0.6215,64.7,15.2,319
23-033-007-742467,2025-09-09,0.5735,66.0,16.3,349
33-045-002-169773,2025-11-13,0.253,40.0,36.9,1
33-045-002-169773,2025-12-13,0.2725,41.4,38.0,28
33-045-002-169773,2026-01-12,0.3207,42.7,39.0,58
33-045-002-169773,2026-02-11,0.3514,44.0,40.1,88
33-045-002-169773,2026-03-13,0.376,45.4,41.1,118
27-001-019-900824,2026-04-24,0.99,37.4,43.0,1
27-001-019-900824,2026-05-24,0.99,38.8,44.1,22
27-001-019-900824,2026-06-23,0.9382,40.1,45.1,52
27-001-019-900824,2026-07-23,0.7918,41.4,46.2,82
27-001-019-900824,2026-08-22,0.6346,42.8,47.2,112
29-009-004-318285,2020-09-09,0.7655,18.6,42.4,1
29-009-004-318285,2020-10-09,0.6996,19.9,43.5,1
29-009-004-318285,2020-11-08,0.5977,21.3,44.5,1
29-009-004-318285,2020-12-08,0.586,22.6,45.6,10
29-009-004-318285,2021-01-07,0.5021,24.0,46.6,40
36-027-013-339968,2022-01-02,0.4194,34.2,9.8,1
36-027-013-339968,2022-02-01,0.4196,35.6,10.8,1
36-027-013-339968,2022-03-03,0.368,36.9,11.9,1
36-027-013-339968,2022-04-02,0.4053,38.2,12.9,1
36-027-013-339968,2022-05-02,0.3387,39.6,14.0,17
27-037-008-686288,2020-08-13,0.01,19.2,19.1,181
27-037-008-686288,2020-09-12,0.0874,20.6,20.1,211
27-037-008-686288,2020-10-12,0.1892,21.9,21.2,241
27-037-008-686288,2020-11-11,0.3293,23.2,22.2,271
27-037-008-686288,2020-12-11,0.4798,24.6,23.3,301
29-018-008-164220,2024-05-28,0.2982,58.0,24.2,12
29-018-008-164220,2024-06-27,0.3395,59.4,25.2,42
29-018-008-164220,2024-07-27,0.4512,60.7,26.3,72
29-018-008-164220,2024-08-26,0.4853,62.0,27.3,102
29-018-008-164220,2024-09-25,0.5887,63.4,28.4,132
27-037-018-273093,2026-04-25,0.7377,59.3,10.6,1
27-037-018-273093,2026-05-25,0.6259,60.7,11.7,1
27-037-018-273093,2026-06-24,0.6142,62.0,12.7,1
27-037-018-273093,2026-07-24,0.5774,63.4,13.8,1
27-037-018-273093,2026-08-23,0.531,64.7,14.8,17
22-002-022-420389,2026-04-25,0.1897,72.4,38.3,1
22-002-022-420389,2026-05-25,0.2671,73.8,39.4,1
22-002-022-420389,2026-06-24,0.3132,75.1,40.4,1
22-002-022-420389,2026-07-24,0.3957,76.5,41.5,1
22-002-022-420389,2026-08-23,0.4663,77.8,42.5,16
09-044-014-641225,2026-04-25,0.8175,20.7,35.1,255
09-044-014-641225,2026-05-25,0.7607,22.1,36.1,285
09-044-014-641225,2026-06-24,0.6869,23.4,37.2,315
09-044-014-641225,2026-07-24,0.6275,24.8,38.2,345
09-044-014-641225,2026-08-23,0.5476,26.1,39.3,375
21-005-024-337424,2026-04-25,0.3333,59.3,70.4,1
21-005-024-337424,2026-05-25,0.3248,60.7,71.4,1
21-005-024-337424,2026-06-24,0.3032,62.0,72.5,29
21-005-024-337424,2026-07-24,0.3246,63.4,73.5,59
21-005-024-337424,2026-08-23,0.2928,64.7,74.6,89
23-004-006-093855,2026-04-25,0.01,47.4,25.6,61
23-004-006-093855,2026-05-25,0.01,48.8,26.6,91
23-004-006-093855,2026-06-24,0.01,50.1,27.7,121
23-004-006-093855,2026-07-24,0.1214,51.4,28.8,151
23-004-006-093855,2026-08-23,0.1535,52.8,29.8,181
36-027-007-288778,2026-04-25,0.4553,87.3,26.3,1
36-027-007-288778,2026-05-25,0.4235,88.7,27.4,1
36-027-007-288778,2026-06-24,0.3294,90.0,28.4,10
36-027-007-288778,2026-07-24,0.294,91.4,29.4,40
36-027-007-288778,2026-08-23,0.2026,92.7,30.5,70
21-026-014-370727,2026-04-25,0.8475,17.5,67.2,60
21-026-014-370727,2026-05-25,0.7086,18.8,68.2,90
21-026-014-370727,2026-06-24,0.7072,20.2,69.3,120
21-026-014-370727,2026-07-24,0.6312,21.5,70.4,150
21-026-014-370727,2026-08-23,0.5819,22.9,71.4,180
29-009-016-192964,2026-04-25,0.99,29.6,15.6,112
29-009-016-192964,2026-05-25,0.99,30.9,16.6,142
29-009-016-192964,2026-06-24,0.9304,32.3,17.7,172
29-009-016-192964,2026-07-24,0.7954,33.6,18.8,202
29-009-016-192964,2026-08-23,0.688,35.0,19.8,232
36-019-003-705316,2026-04-25,0.2537,34.3,61.5,47
36-019-003-705316,2026-05-25,0.2763,35.7,62.6,77
36-019-003-705316,2026-06-24,0.2836,37.0,63.6,107
36-019-003-705316,2026-07-24,0.3193,38.4,64.7,137
36-019-003-705316,2026-08-23,0.341,39.7,65.7,167
36-003-020-070680,2026-04-25,0.6748,56.2,23.5,1
36-003-020-070680,2026-05-25,0.5674,57.6,24.5,12
36-003-020-070680,2026-06-24,0.4418,58.9,25.6,42
36-003-020-070680,2026-07-24,0.3598,60.2,26.6,72
36-003-020-070680,2026-08-23,0.2198,61.6,27.7,102
22-009-020-203958,2026-04-25,0.5771,50.4,13.3,1
22-009-020-203958,2026-05-25,0.6019,51.8,14.3,11
22-009-020-203958,2026-06-24,0.584,53.1,15.4,41
22-009-020-203958,2026-07-24,0.5723,54.4,16.4,71
22-009-020-203958,2026-08-23,0.5474,55.8,17.5,101
22-009-002-176327,2026-04-25,0.3471,43.5,17.1,2
22-009-002-176327,2026-05-25,0.2686,44.9,18.1,32
22-009-002-176327,2026-06-24,0.2415,46.2,19.2,62
22-009-002-176327,2026-07-24,0.2018,47.5,20.2,92
22-009-002-176327,2026-08-23,0.164,48.9,21.3,122
09-044-016-605257,2026-04-25,0.5967,18.7,56.3,1
09-044-016-605257,2026-05-25,0.6141,20.1,57.4,1
09-044-016-605257,2026-06-24,0.5707,21.4,58.4,2
09-044-016-605257,2026-07-24,0.5538,22.8,59.5,32
09-044-016-605257,2026-08-23,0.5775,24.1,60.5,62
29-018-018-118244,2026-04-25,0.1169,84.7,37.8,100
29-018-018-118244,2026-05-25,0.1385,86.0,38.9,130
29-018-018-118244,2026-06-24,0.2601,87.4,39.9,160
29-018-018-118244,2026-07-24,0.3395,88.8,41.0,190
29-018-018-118244,2026-08-23,0.4316,90.1,42.0,220
09-015-015-984880,2026-04-25,0.1434,77.2,54.6,45
09-015-015-984880,2026-05-25,0.2355,78.5,55.6,75
09-015-015-984880,2026-06-24,0.2633,79.9,56.7,105
09-015-015-984880,2026-07-24,0.2458,81.2,57.8,135
09-015-015-984880,2026-08-23,0.2712,82.6,58.8,165
22-014-013-719914,2026-04-25,0.99,27.2,50.5,1
22-014-013-719914,2026-05-25,0.9585,28.6,51.6,30
22-014-013-719914,2026-06-24,0.8038,29.9,52.6,60
22-014-013-719914,2026-07-24,0.7097,31.2,53.7,90
22-014-013-719914,2026-08-23,0.5938,32.6,54.7,120
09-002-018-699715,2026-04-25,0.539,35.6,5.6,1
09-002-018-699715,2026-05-25,0.5414,37.0,6.7,3
09-002-018-699715,2026-06-24,0.5443,38.3,7.7,33
09-002-018-699715,2026-07-24,0.4895,39.6,8.8,63
09-002-018-699715,2026-08-23,0.4807,41.0,9.8,93
33-014-017-005215,2026-04-25,0.0827,34.7,49.2,1
33-014-017-005215,2026-05-25,0.2083,36.1,50.2,1
33-014-017-005215,2026-06-24,0.2728,37.4,51.3,1
33-014-017-005215,2026-07-24,0.3323,38.8,52.4,1
33-014-017-005215,2026-08-23,0.421,40.1,53.4,3
09-002-014-978881,2026-04-25,0.1359,43.9,25.6,1
09-002-014-978881,2026-05-25,0.2085,45.2,26.6,1
09-002-014-978881,2026-06-24,0.3023,46.6,27.7,1
09-002-014-978881,2026-07-24,0.356,47.9,28.8,1
09-002-014-978881,2026-08-23,0.4221,49.3,29.8,20
29-007-005-512685,2026-04-25,0.4932,6.2,64.3,219
29-007-005-512685,2026-05-25,0.4714,7.5,65.3,249
29-007-005-512685,2026-06-24,0.4872,8.9,66.4,279
29-007-005-512685,2026-07-24,0.4564,10.2,67.5,309
29-007-005-512685,2026-08-23,0.4239,11.6,68.5,339
21-005-003-657654,2026-04-25,0.4335,48.6,12.5,1
21-005-003-657654,2026-05-25,0.4468,50.0,13.5,5
21-005-003-657654,2026-06-24,0.5047,51.3,14.6,35
21-005-003-657654,2026-07-24,0.5309,52.6,15.6,65
21-005-003-657654,2026-08-23,0.5591,54.0,16.7,95
22-009-007-337564,2026-04-25,0.6581,13.0,48.2,1
22-009-007-337564,2026-05-25,0.6455,14.3,49.2,1
22-009-007-337564,2026-06-24,0.5827,15.7,50.3,1
22-009-007-337564,2026-07-24,0.6414,17.0,51.4,16
22-009-007-337564,2026-08-23,0.5984,18.4,52.4,46
21-012-024-149588,2026-04-25,0.01,45.4,36.7,20
21-012-024-149588,2026-05-25,0.0643,46.8,37.8,50
21-012-024-149588,2026-06-24,0.1736,48.1,38.8,80
21-012-024-149588,2026-07-24,0.2842,49.4,39.9,110
21-012-024-149588,2026-08-23,0.3778,50.8,40.9,140
29-022-008-374630,2026-04-25,0.455,62.6,58.3,175
29-022-008-374630,2026-05-25,0.5144,64.0,59.4,205
29-022-008-374630,2026-06-24,0.5148,65.3,60.4,235
29-022-008-374630,2026-07-24,0.5532,66.7,61.5,265
29-022-008-374630,2026-08-23,0.5447,68.0,62.5,295
29-009-010-716020,2026-04-25,0.5684,57.2,6.3,1
29-009-010-716020,2026-05-25,0.4735,58.6,7.3,1
29-009-010-716020,2026-06-24,0.4184,59.9,8.4,1
29-009-010-716020,2026-07-24,0.337,61.2,9.4,16
29-009-010-716020,2026-08-23,0.2596,62.6,10.5,46
09-002-008-247131,2026-04-25,0.653,39.1,17.3,1
09-002-008-247131,2026-05-25,0.5732,40.5,18.4,24
09-002-008-247131,2026-06-24,0.5438,41.8,19.4,54
09-002-008-247131,2026-07-24,0.5119,43.1,20.4,84
09-002-008-247131,2026-08-23,0.4606,44.5,21.5,114
33-045-019-735619,2026-04-25,0.8773,17.7,55.7,1
33-045-019-735619,2026-05-25,0.8476,19.1,56.8,1
33-045-019-735619,2026-06-24,0.7675,20.4,57.8,24
33-045-019-735619,2026-07-24,0.6517,21.8,58.9,54
33-045-019-735619,2026-08-23,0.5844,23.1,59.9,84
23-028-009-366887,2026-04-25,0.156,69.0,21.5,1
23-028-009-366887,2026-05-25,0.2323,70.4,22.5,1
23-028-009-366887,2026-06-24,0.2908,71.7,23.6,1
23-028-009-366887,2026-07-24,0.3458,73.1,24.6,31
23-028-009-366887,2026-08-23,0.3685,74.4,25.7,61
09-002-024-838219,2026-04-25,0.4681,55.0,17.6,216
09-002-024-838219,2026-05-25,0.4946,56.4,18.6,246
09-002-024-838219,2026-06-24,0.5824,57.7,19.7,276
09-002-024-838219,2026-07-24,0.6157,59.0,20.8,306
09-002-024-838219,2026-08-23,0.6333,60.4,21.8,336
09-015-013-453498,2026-04-25,0.3149,44.6,3.7,1
09-015-013-453498,2026-05-25,0.3783,46.0,4.8,1
09-015-013-453498,2026-06-24,0.4012,47.3,5.8,1
09-015-013-453498,2026-07-24,0.4901,48.6,6.9,22
09-015-013-453498,2026-08-23,0.5643,50.0,7.9,52
21-026-020-567288,2026-04-25,0.2457,39.5,40.3,1
21-026-020-567288,2026-05-25,0.2782,40.9,41.4,1
21-026-020-567288,2026-06-24,0.32,42.2,42.4,14
21-026-020-567288,2026-07-24,0.3347,43.5,43.5,44
21-026-020-567288,2026-08-23,0.359,44.9,44.5,74
22-002-007-592318,2026-04-25,0.6871,35.0,50.0,1
22-002-007-592318,2026-05-25,0.5944,36.4,51.1,1
22-002-007-592318,2026-06-24,0.5925,37.7,52.1,1
22-002-007-592318,2026-07-24,0.5426,39.0,53.2,1
22-002-007-592318,2026-08-23,0.5346,40.4,54.2,23
22-014-005-537148,2026-04-25,0.8122,39.6,0.4,63
22-014-005-537148,2026-05-25,0.7092,41.0,1.4,93
22-014-005-537148,2026-06-24,0.5333,42.3,2.5,123
