ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
33-014-011-892673,Railway Line - Chennai Stretch 2,Railway Line,Indian Railways,Tamil Nadu,Chennai,Chennai South,Amrapur,13.15135,80.38256,2022-01-23,2023-07-31,2023-07-31,62.8,155,90,1.433,False,0,Clear,38.62,4850.67,4314.44,3240.14,75.1,11.05,False,0,0,None,False,0,True,10.4,False,11,Award Declared,114,2,Pending,Applied,True,0,False,Not Applicable,TN-LAO-2021-0562,0.2339,554,Rehabilitation (R&R)
09-044-015-501491,State Highway - Prayagraj Stretch 1,State Highway,State PWD,Uttar Pradesh,Prayagraj,Prayagraj East,Madhavgarh,25.40376,81.84883,2019-09-01,2022-03-07,2022-12-04,32.6,63,41,1.258,True,3,Disputed,30.02,3914.61,3499.13,2515.87,71.9,10.61,True,1,6,Stayed by Court,True,27,True,21.3,False,11,SIA Completed,25,0,Applied,Applied,True,272,True,Legal Dispute,UP-LAO-2023-0576,0.5929,918,Legal Dispute
09-002-012-287289,Industrial Corridor - Lucknow Stretch 8,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Lucknow,Lucknow South,Jaitpur,26.76551,81.04457,2023-05-20,2025-01-23,2025-01-23,29.6,60,45,1.52,True,1,Clear,82.46,4881.63,3475.07,3113.66,89.6,28.81,True,4,0,None,False,0,True,67.1,False,37,R&R Implementation,365,1,Not Required,Applied,True,0,False,Not Applicable,UP-LAO-2021-0734,0.2112,614,Administrative Approval
09-015-017-116286,Railway Line - Kanpur Nagar Stretch 6,Railway Line,Indian Railways,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar East,Peddapalli,26.38391,80.30923,2022-08-02,2024-08-11,2024-08-11,28.5,50,38,1.333,True,1,Clear,18.36,2093.04,1713.4,351.25,20.5,18.14,True,2,0,None,False,0,True,12.8,False,5,Possession Taken,63,1,Obtained,Obtained,True,0,False,Not Applicable,UP-LAO-2023-0451,0.2992,740,Rehabilitation (R&R)
21-019-012-187124,Irrigation Canal - Ganjam Stretch 7,Irrigation Canal,State Irrigation Dept,Odisha,Ganjam,Ganjam South,Jaitpur,19.27983,84.92237,2019-10-23,2021-09-29,2021-09-29,33.2,76,42,1.265,True,2,Disputed,16.39,2176.59,1920.28,420.54,21.9,11.78,True,1,1,Resolved,False,525,True,75.9,True,55,R&R Implementation,8,0,Pending,Not Required,True,0,False,Not Applicable,OD-LAO-2025-0784,0.3252,707,Ownership / Title
36-019-009-659671,State Highway - Karimnagar Stretch 3,State Highway,State PWD,Telangana,Karimnagar,Karimnagar South,Basavanahalli,18.46884,79.09993,2019-03-21,2020-11-15,2020-11-15,188.9,459,246,1.302,False,0,Clear,31.11,23506.72,13895.26,12033.3,86.6,40.89,True,2,4,Under Hearing,False,95,True,62.7,True,232,R&R Implementation,119,1,Applied,Not Required,True,0,False,Not Applicable,TG-LAO-2024-0235,0.4825,605,Legal Dispute
29-018-003-950223,Irrigation Canal - Mysuru Stretch 4,Irrigation Canal,State Irrigation Dept,Karnataka,Mysuru,Mysuru North,Ganeshpura,12.43692,76.57099,2021-09-29,2023-04-12,2023-06-16,27.9,42,35,1.254,True,3,Partial,27.26,3042.22,2107.43,1732.31,82.2,30.73,True,2,3,Stayed by Court,True,34,False,34.2,False,11,Award Declared,10,3,Pending,Obtained,True,65,True,Legal Dispute,KA-LAO-2021-0461,0.5476,560,Legal Dispute
27-025-021-006424,Airport Expansion - Nagpur Stretch 6,Airport Expansion,Airports Authority of India,Maharashtra,Nagpur,Nagpur West,Uttanahalli,21.13124,79.05154,2019-11-08,2021-06-17,2021-06-17,44.7,99,80,1.79,True,1,Partial,58.89,5264.77,4014.19,3416.08,85.1,23.75,False,0,4,Filed,False,93,True,71.8,False,60,SIA Completed,78,1,Not Required,Obtained,True,0,False,Not Applicable,MH-LAO-2025-0718,0.3499,587,Legal Dispute
29-009-005-001703,National Highway - Tumakuru Stretch 1,National Highway,NHAI,Karnataka,Tumakuru,Tumakuru North,Sultanpur,13.26082,77.21014,2023-05-28,2025-08-11,2026-03-30,68.2,170,96,1.408,True,4,Partial,23.38,6378.06,4726.86,2372.88,50.2,25.89,True,2,2,Under Hearing,False,183,True,8.3,True,11,Section 11 Notification Issued,34,5,Pending,Obtained,True,231,True,Administrative Approval,KA-LAO-2023-0611,0.6065,806,Administrative Approval
29-009-005-455315,Industrial Corridor - Tumakuru Stretch 2,Industrial Corridor,State Industrial Corp,Karnataka,Tumakuru,Tumakuru North,Sultanpur,13.26071,77.23608,2020-12-26,2023-07-20,2023-12-30,58.1,141,79,1.36,True,1,Clear,22.14,5145.34,2418.63,522.42,21.6,52.99,True,10,2,Stayed by Court,True,78,True,81.9,False,87,Award Declared,118,1,Pending,Pending,True,163,True,Compensation Disbursal,KA-LAO-2023-0611,0.5122,936,Compensation Disbursal
36-027-001-845549,Industrial Corridor - Nizamabad Stretch 8,Industrial Corridor,State Industrial Corp,Telangana,Nizamabad,Nizamabad North,Rampur,18.68196,78.01868,2022-04-04,2023-05-30,2023-06-28,85.3,157,105,1.231,True,3,Partial,22.5,7677.0,3741.8,1560.33,41.7,51.26,True,1,1,Under Hearing,False,114,True,75.3,True,114,SIA Completed,47,4,Applied,Applied,True,29,False,Not Applicable,TG-LAO-2021-0135,0.4738,421,Compensation Disbursal
29-009-020-946469,Industrial Corridor - Tumakuru Stretch 5,Industrial Corridor,State Industrial Corp,Karnataka,Tumakuru,Tumakuru West,Tarapur,13.26663,77.19659,2019-11-21,2021-08-12,2022-05-07,37.4,41,45,1.203,True,5,Partial,21.48,3213.41,1434.04,861.86,60.1,55.37,True,4,4,Filed,False,282,True,39.6,False,11,R&R Implementation,59,1,Applied,Obtained,True,268,True,Legal Dispute,KA-LAO-2023-0611,0.6243,630,Legal Dispute
36-027-001-200502,Railway Line - Nizamabad Stretch 7,Railway Line,Indian Railways,Telangana,Nizamabad,Nizamabad North,Rampur,18.71464,78.02031,2019-12-25,2021-05-13,2021-05-13,8.7,12,11,1.264,True,2,Partial,25.27,879.4,699.08,357.23,51.1,20.5,True,1,1,Under Hearing,False,131,False,23.1,False,2,R&R Implementation,27,3,Obtained,Obtained,True,0,False,Not Applicable,TG-LAO-2021-0135,0.3911,505,Rehabilitation (R&R)
22-018-021-025320,National Highway - Korba Stretch 1,National Highway,NHAI,Chhattisgarh,Korba,Korba West,Uttanahalli,22.31813,82.69696,2020-04-21,2022-05-06,2022-05-06,13.4,21,24,1.791,False,0,Partial,8.14,436.3,326.86,284.37,87.0,25.08,True,2,0,None,False,0,False,9.0,True,1,Section 11 Notification Issued,89,4,Obtained,Not Required,True,0,False,Not Applicable,CG-LAO-2024-0820,0.2695,745,Rehabilitation (R&R)
21-019-009-996875,Airport Expansion - Ganjam Stretch 1,Airport Expansion,Airports Authority of India,Odisha,Ganjam,Ganjam South,Basavanahalli,19.26963,84.75441,2023-01-25,2025-02-20,2025-02-20,55.1,91,65,1.18,False,0,Clear,8.57,1888.83,1583.7,818.77,51.7,16.15,True,4,0,None,False,0,False,18.8,True,17,Award Declared,86,3,Applied,Obtained,True,0,False,Not Applicable,OD-LAO-2025-0784,0.3504,757,Rehabilitation (R&R)
33-031-017-369786,Industrial Corridor - Madurai Stretch 5,Industrial Corridor,State Industrial Corp,Tamil Nadu,Madurai,Madurai East,Peddapalli,9.93742,78.1736,2021-04-29,2023-11-13,2023-11-13,23.0,55,39,1.696,True,1,Clear,21.27,1956.84,1612.94,656.47,40.7,17.57,True,1,0,None,False,0,False,32.5,False,12,Award Declared,505,1,Not Required,Not Required,True,0,False,Not Applicable,TN-LAO-2021-0436,0.3338,928,Rehabilitation (R&R)
09-015-023-594924,Industrial Corridor - Kanpur Nagar Stretch 7,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar West,Yellapur,26.40466,80.27739,2019-12-29,2021-03-09,2021-05-12,20.8,28,29,1.394,True,4,Disputed,26.76,2226.43,994.77,231.78,23.3,55.32,True,1,1,Resolved,False,43,True,34.6,True,9,Possession Taken,142,3,Not Required,Obtained,True,64,True,Ownership / Title,UP-LAO-2023-0451,0.5503,436,Ownership / Title
29-022-002-099610,Industrial Corridor - Belagavi Stretch 6,Industrial Corridor,State Industrial Corp,Karnataka,Belagavi,Belagavi North,Kothapalli,15.81077,74.38137,2019-05-01,2020-09-03,2020-12-19,16.4,45,26,1.585,True,3,Clear,10.06,659.94,470.14,173.01,36.8,28.76,True,2,2,Under Hearing,False,319,False,0.9,False,0,SIA Completed,167,2,Not Required,Obtained,True,107,True,Rehabilitation (R&R),KA-LAO-2025-0488,0.4919,491,Rehabilitation (R&R)
36-011-024-060933,Industrial Corridor - Warangal Stretch 1,Industrial Corridor,State Industrial Corp,Telangana,Warangal,Warangal West,Zamania,18.00748,79.64247,2019-02-22,2021-02-20,2021-05-16,20.2,38,32,1.584,True,2,Disputed,8.7,702.96,607.13,516.67,85.1,13.63,True,1,3,Under Hearing,False,39,False,25.2,True,8,Section 11 Notification Issued,80,3,Obtained,Not Required,True,85,True,Ownership / Title,TG-LAO-2021-0919,0.4518,729,Ownership / Title
29-018-010-881797,Airport Expansion - Mysuru Stretch 6,Airport Expansion,Airports Authority of India,Karnataka,Mysuru,Mysuru South,Mallapuram,12.35252,76.6793,2022-07-07,2024-01-12,2024-01-12,89.2,200,111,1.244,True,1,Clear,21.2,7564.16,6388.87,4414.71,69.1,15.54,True,3,0,None,False,0,True,30.7,False,49,SIA Completed,173,4,Obtained,Not Required,True,0,False,Not Applicable,KA-LAO-2021-0461,0.2736,554,Administrative Approval
22-002-010-780310,Urban Metro - Raipur Stretch 6,Urban Metro,Metro Rail Corp,Chhattisgarh,Raipur,Raipur South,Mallapuram,21.22085,81.49689,2021-12-31,2024-03-04,2024-03-04,65.6,142,88,1.341,False,0,Clear,74.7,9800.64,5217.48,3813.98,73.1,46.76,True,3,0,None,False,0,False,21.4,False,23,R&R Implementation,202,5,Pending,Applied,True,0,False,Not Applicable,CG-LAO-2022-0755,0.344,794,Administrative Approval
36-027-001-557523,Power Transmission - Nizamabad Stretch 4,Power Transmission,POWERGRID,Telangana,Nizamabad,Nizamabad North,Rampur,18.71811,77.99481,2023-02-04,2024-10-17,2025-03-18,30.6,38,40,1.307,True,2,Partial,7.58,927.79,504.36,106.42,21.1,45.64,True,3,2,Filed,False,192,True,22.4,False,6,Compensation Disbursement,44,1,Applied,Not Required,True,152,True,Compensation Disbursal,TG-LAO-2021-0135,0.5145,621,Compensation Disbursal
22-014-011-945886,Urban Metro - Bilaspur Stretch 6,Urban Metro,Metro Rail Corp,Chhattisgarh,Bilaspur,Bilaspur South,Amrapur,21.90952,82.08317,2020-07-11,2022-07-11,2022-07-17,27.9,52,54,1.935,False,0,Clear,9.41,1050.16,894.15,474.79,53.1,14.86,True,1,1,Under Hearing,False,264,False,4.8,True,2,R&R Implementation,112,0,Pending,Not Required,True,6,False,Not Applicable,CG-LAO-2022-0241,0.4385,730,Rehabilitation (R&R)
23-028-022-544680,Airport Expansion - Jabalpur Stretch 5,Airport Expansion,Airports Authority of India,Madhya Pradesh,Jabalpur,Jabalpur West,Veerapuram,23.16898,79.93757,2020-02-15,2021-05-15,2021-09-17,34.8,52,45,1.293,True,1,Clear,17.6,2449.92,1799.41,502.04,27.9,26.55,False,0,1,Filed,False,205,False,19.5,True,9,Section 11 Notification Issued,432,1,Applied,Pending,True,125,True,Administrative Approval,MP-LAO-2022-0917,0.5433,455,Administrative Approval
22-002-004-231516,Airport Expansion - Raipur Stretch 1,Airport Expansion,Airports Authority of India,Chhattisgarh,Raipur,Raipur North,Bhimnagar,21.23275,81.52115,2019-10-31,2022-05-01,2022-05-01,15.4,52,28,1.818,True,1,Clear,38.85,1196.58,753.66,387.38,51.4,37.02,True,3,0,None,False,0,True,62.7,True,27,Award Declared,187,0,Obtained,Obtained,True,0,False,Not Applicable,CG-LAO-2022-0755,0.3564,913,Compensation Disbursal
27-001-021-354655,Irrigation Canal - Mumbai Suburban Stretch 2,Irrigation Canal,State Irrigation Dept,Maharashtra,Mumbai Suburban,Mumbai Suburban West,Uttanahalli,19.07755,72.86707,2019-04-25,2020-10-16,2021-09-24,90.4,223,146,1.615,True,8,Disputed,53.53,9678.22,6856.16,1679.76,24.5,29.16,False,0,5,Under Hearing,False,22,True,27.7,True,45,SIA Completed,87,2,Obtained,Obtained,True,343,True,Ownership / Title,MH-LAO-2022-0603,0.7028,540,Ownership / Title
09-031-022-184217,Industrial Corridor - Varanasi Stretch 5,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Varanasi,Varanasi West,Veerapuram,25.56017,83.02374,2022-08-23,2025-05-12,2025-05-12,41.6,118,71,1.707,True,2,Clear,26.91,4477.82,4147.86,2364.28,57.0,7.37,False,0,1,Resolved,False,606,False,25.1,False,24,Section 11 Notification Issued,33,4,Applied,Pending,True,0,False,Not Applicable,UP-LAO-2025-0822,0.3922,993,Administrative Approval
21-019-018-511650,Urban Metro - Ganjam Stretch 1,Urban Metro,Metro Rail Corp,Odisha,Ganjam,Ganjam East,Raghunathpur,19.37652,84.765,2019-03-28,2020-10-16,2020-10-16,120.2,293,173,1.439,False,0,Partial,9.07,4360.86,2702.26,1521.37,56.3,38.03,True,2,2,Under Hearing,False,164,True,71.7,False,154,SIA Completed,172,2,Obtained,Applied,True,0,False,Not Applicable,OD-LAO-2025-0784,0.4262,568,Compensation Disbursal
36-027-020-551651,Power Transmission - Nizamabad Stretch 7,Power Transmission,POWERGRID,Telangana,Nizamabad,Nizamabad West,Tarapur,18.81498,78.01523,2022-11-09,2024-04-06,2024-04-06,26.2,59,44,1.679,False,0,Clear,31.98,3351.5,2363.57,1323.6,56.0,29.48,True,6,2,Resolved,False,22,False,4.1,False,1,R&R Implementation,309,2,Applied,Applied,True,0,False,Not Applicable,TG-LAO-2021-0135,0.477,514,Rehabilitation (R&R)
09-002-007-873989,Irrigation Canal - Lucknow Stretch 4,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Lucknow,Lucknow South,Chandrapalli,26.70279,80.91779,2023-11-30,2025-03-16,2025-03-16,254.9,569,365,1.432,True,4,Partial,38.86,19810.83,18386.82,8384.39,45.6,7.19,True,2,3,Resolved,False,11,True,97.1,False,429,SIA Completed,49,2,Obtained,Applied,True,0,False,Not Applicable,UP-LAO-2021-0734,0.3952,472,Ownership / Title
36-027-003-562673,Airport Expansion - Nizamabad Stretch 4,Airport Expansion,Airports Authority of India,Telangana,Nizamabad,Nizamabad North,Ganeshpura,18.65574,78.14151,2021-02-25,2023-03-27,2023-08-10,41.7,77,65,1.559,True,2,Clear,20.73,3457.76,2808.43,1398.6,49.8,18.78,False,0,1,Under Hearing,False,98,False,22.4,True,12,Compensation Disbursement,258,5,Applied,Obtained,True,136,True,Administrative Approval,TG-LAO-2021-0135,0.5493,760,Administrative Approval
29-022-018-398840,Urban Metro - Belagavi Stretch 4,Urban Metro,Metro Rail Corp,Karnataka,Belagavi,Belagavi East,Raghunathpur,15.91427,74.47658,2022-08-22,2024-12-17,2024-12-31,38.5,74,65,1.688,True,3,Partial,18.25,2810.5,1687.04,927.87,55.0,39.97,True,1,1,Filed,False,52,False,13.6,True,8,Section 11 Notification Issued,263,2,Obtained,Not Required,True,14,False,Not Applicable,KA-LAO-2025-0488,0.4879,848,Rehabilitation (R&R)
22-018-016-513419,Power Transmission - Korba Stretch 7,Power Transmission,POWERGRID,Chhattisgarh,Korba,Korba East,Nandgaon,22.22414,82.72827,2020-03-26,2022-06-09,2022-06-21,28.7,53,53,1.847,True,3,Partial,14.31,1642.79,1263.63,652.03,51.6,23.08,True,3,1,Filed,False,5,False,4.8,False,2,Award Declared,117,3,Obtained,Not Required,True,12,False,Not Applicable,CG-LAO-2024-0820,0.4537,805,Rehabilitation (R&R)
21-026-009-986885,Industrial Corridor - Sambalpur Stretch 4,Industrial Corridor,State Industrial Corp,Odisha,Sambalpur,Sambalpur South,Basavanahalli,21.46051,83.95043,2020-09-08,2022-12-14,2022-12-14,23.8,54,42,1.765,True,4,Partial,25.0,2380.0,1911.77,921.47,48.2,19.67,True,2,1,Resolved,False,5,True,67.0,False,32,Section 11 Notification Issued,21,1,Obtained,Not Required,True,0,False,Not Applicable,OD-LAO-2024-0281,0.3123,827,Ownership / Title
36-019-006-179929,National Highway - Karimnagar Stretch 2,National Highway,NHAI,Telangana,Karimnagar,Karimnagar North,Devgaon,18.48228,79.01469,2021-06-27,2024-03-09,2024-09-11,64.7,139,105,1.623,True,2,Partial,7.27,1881.48,1545.48,513.1,33.2,17.86,True,1,3,Under Hearing,False,183,False,8.6,True,11,Award Declared,6,7,Obtained,Obtained,True,186,True,Rehabilitation (R&R),TG-LAO-2024-0235,0.5879,986,Rehabilitation (R&R)
09-031-011-974744,Railway Line - Varanasi Stretch 4,Railway Line,Indian Railways,Uttar Pradesh,Varanasi,Varanasi South,Amrapur,25.363,82.96109,2019-11-06,2021-05-20,2021-05-20,14.3,28,26,1.818,False,0,Clear,23.05,1318.46,1178.45,452.52,38.4,10.62,True,2,0,None,False,0,True,83.6,False,16,R&R Implementation,75,0,Applied,Not Required,True,0,False,Not Applicable,UP-LAO-2025-0822,0.2312,561,Compensation Disbursal
21-019-004-813179,Railway Line - Ganjam Stretch 2,Railway Line,Indian Railways,Odisha,Ganjam,Ganjam North,Bhimnagar,19.44261,84.81538,2020-09-18,2023-05-15,2023-05-30,30.9,83,46,1.489,True,7,Disputed,17.2,2125.92,1810.95,854.77,47.2,14.82,False,0,2,Under Hearing,False,41,True,58.9,True,45,SIA Completed,100,1,Obtained,Obtained,True,15,False,Not Applicable,OD-LAO-2025-0784,0.4132,969,Ownership / Title
27-037-017-071976,State Highway - Nashik Stretch 6,State Highway,State PWD,Maharashtra,Nashik,Nashik East,Peddapalli,20.04614,73.82463,2020-08-06,2022-07-26,2022-07-26,16.8,46,32,1.905,True,1,Clear,15.62,1049.66,637.45,25.5,4.0,39.27,True,4,1,Resolved,False,48,True,71.3,True,30,Compensation Disbursement,32,0,Obtained,Applied,True,0,False,Not Applicable,MH-LAO-2025-0385,0.4482,719,Compensation Disbursal
22-018-001-545491,State Highway - Korba Stretch 7,State Highway,State PWD,Chhattisgarh,Korba,Korba North,Rampur,22.41443,82.59342,2022-03-25,2024-10-17,2025-06-09,54.1,127,79,1.46,True,2,Partial,11.78,2549.19,1835.44,805.76,43.9,28.0,True,3,4,Stayed by Court,True,308,False,18.8,True,17,Possession Taken,72,1,Obtained,Not Required,True,235,True,Legal Dispute,CG-LAO-2024-0820,0.6319,937,Legal Dispute
23-004-003-065678,Urban Metro - Bhopal Stretch 2,Urban Metro,Metro Rail Corp,Madhya Pradesh,Bhopal,Bhopal North,Ganeshpura,23.43902,77.32358,2021-02-01,2023-07-05,2023-07-05,31.4,69,41,1.306,False,0,Clear,49.46,3106.09,2490.11,1576.24,63.3,19.83,False,0,1,Stayed by Court,True,100,True,88.1,True,42,Award Declared,139,3,Applied,Obtained,True,0,False,Not Applicable,MP-LAO-2023-0365,0.3561,884,Legal Dispute
23-028-018-538523,Railway Line - Jabalpur Stretch 2,Railway Line,Indian Railways,Madhya Pradesh,Jabalpur,Jabalpur East,Raghunathpur,23.17523,79.99706,2023-11-25,2025-06-14,2026-03-06,22.0,46,34,1.545,True,3,Partial,14.93,1313.84,1098.41,540.42,49.2,16.4,True,2,1,Stayed by Court,True,244,False,11.1,False,4,R&R Implementation,467,1,Pending,Pending,True,265,True,Administrative Approval,MP-LAO-2022-0917,0.5349,567,Administrative Approval
23-004-019-847768,Railway Line - Bhopal Stretch 3,Railway Line,Indian Railways,Madhya Pradesh,Bhopal,Bhopal West,Shivnagar,23.29618,77.3606,2019-08-17,2021-04-22,2021-05-23,11.2,13,14,1.25,True,1,Clear,48.96,1096.7,866.28,322.26,37.2,21.01,False,0,3,Stayed by Court,True,247,True,26.9,False,2,Award Declared,222,0,Pending,Not Required,True,31,True,Legal Dispute,MP-LAO-2023-0365,0.5242,614,Legal Dispute
22-018-021-968127,Irrigation Canal - Korba Stretch 4,Irrigation Canal,State Irrigation Dept,Chhattisgarh,Korba,Korba West,Uttanahalli,22.32416,82.69124,2023-09-07,2024-11-10,2025-01-28,16.4,27,25,1.524,True,3,Disputed,21.09,1383.5,1122.12,373.67,33.3,18.89,True,3,1,Filed,False,191,True,47.2,False,10,Section 11 Notification Issued,69,0,Obtained,Not Required,True,79,True,Ownership / Title,CG-LAO-2024-0820,0.4653,430,Ownership / Title
22-018-015-420983,Industrial Corridor - Korba Stretch 6,Industrial Corridor,State Industrial Corp,Chhattisgarh,Korba,Korba East,Madhavgarh,22.36529,82.68724,2019-01-23,2020-06-07,2021-07-01,26.0,55,43,1.654,True,4,Disputed,29.11,3027.44,1880.91,605.65,32.2,37.87,True,3,5,Resolved,False,83,True,20.3,True,10,SIA Completed,64,2,Pending,Not Required,True,389,True,Ownership / Title,CG-LAO-2024-0820,0.657,501,Ownership / Title
29-009-001-727216,National Highway - Tumakuru Stretch 8,National Highway,NHAI,Karnataka,Tumakuru,Tumakuru North,Rampur,13.2965,77.18252,2023-10-15,2024-12-09,2024-12-09,46.8,97,80,1.709,True,2,Clear,17.23,3225.46,2425.69,1710.11,70.5,24.8,False,0,0,None,False,0,True,63.6,False,54,Compensation Disbursement,249,1,Obtained,Applied,True,0,False,Not Applicable,KA-LAO-2023-0611,0.2771,421,Administrative Approval
21-012-022-367262,Railway Line - Cuttack Stretch 1,Railway Line,Indian Railways,Odisha,Cuttack,Cuttack West,Veerapuram,20.44596,85.8793,2020-11-18,2022-12-10,2022-12-10,30.8,112,77,2.5,False,0,Clear,13.22,1628.7,1061.16,439.32,41.4,34.85,True,1,0,None,False,0,True,48.6,False,43,Section 11 Notification Issued,44,3,Applied,Not Required,True,0,False,Not Applicable,OD-LAO-2021-0890,0.276,752,Compensation Disbursal
21-026-003-542903,State Highway - Sambalpur Stretch 3,State Highway,State PWD,Odisha,Sambalpur,Sambalpur North,Ganeshpura,21.53792,84.05742,2023-11-23,2025-09-01,2025-09-01,29.5,73,41,1.39,False,0,Clear,10.23,1207.14,863.95,94.17,10.9,28.43,True,1,0,None,False,0,True,54.5,True,37,SIA Completed,31,1,Pending,Not Required,True,0,False,Not Applicable,OD-LAO-2024-0281,0.3535,648,Compensation Disbursal
27-037-019-629965,Irrigation Canal - Nashik Stretch 3,Irrigation Canal,State Irrigation Dept,Maharashtra,Nashik,Nashik West,Shivnagar,19.99193,73.76422,2021-03-07,2023-11-02,2023-11-02,21.2,55,35,1.651,True,2,Clear,26.56,2252.29,2092.76,1186.59,56.7,7.08,False,0,1,Under Hearing,False,427,True,19.8,False,10,Compensation Disbursement,126,1,Pending,Not Required,True,0,False,Not Applicable,MH-LAO-2025-0385,0.3972,970,Rehabilitation (R&R)
33-031-012-609327,Urban Metro - Madurai Stretch 6,Urban Metro,Metro Rail Corp,Tamil Nadu,Madurai,Madurai South,Jaitpur,10.00494,78.1069,2019-07-11,2021-07-15,2022-05-19,132.9,311,187,1.407,True,6,Partial,7.75,4119.9,2609.04,874.03,33.5,36.67,False,0,1,Stayed by Court,True,92,True,4.8,False,13,Award Declared,162,2,Pending,Not Required,True,308,True,Rehabilitation (R&R),TN-LAO-2021-0436,0.6463,735,Rehabilitation (R&R)
29-022-003-474706,Railway Line - Belagavi Stretch 5,Railway Line,Indian Railways,Karnataka,Belagavi,Belagavi North,Ganeshpura,15.84808,74.35257,2020-11-17,2023-03-30,2023-03-30,24.3,49,34,1.399,True,1,Clear,8.76,851.47,528.45,254.18,48.1,37.94,True,1,0,None,False,0,False,30.9,True,15,SIA Completed,3,5,Pending,Applied,True,0,False,Not Applicable,KA-LAO-2025-0488,0.4214,863,Administrative Approval
